A1,A12A,A12B,A12B1,A12B2A,A12B2B,A12B2C,A12B2C2,A12B3A,A12B3B,A12B3C,A12B3C2,A12C,A3,A4,A41,A5,A51,A512,B1,B11B1,B2,B2O,B3,B4,B5,B6,B6O,B7,B8A,B8B,B8C,B8D,B8DO,B9,C1,C2,C22A,C22B,C22C,C3,D1,D1O,D2,D2O,D3,D3O,E1,E11A,E11B,E11C,E21,E22,E23,E3,E32A,E32AO,E32BA,E32BAO,E32BB,E32BBO,E32BC,E32BCO,F1,F11,F21,F22,F23,F3,F321,F322,F323,G1,G2,G3,G4,G5,G6,G7A,G7B,G8,G81,G9,S1,code,w
1, , , , , , , , , , , , ,2,1,3,2, , ,2, ,5, ,1,7,3,5, ,5,7,2,3,6, , , , , , , , ,11, ,1, ,1, ,2, , , ,1,1,1,1, , , , , , , , ,2, ,1,6,,1, , , ,1,1,4,6,12,7, , ,2, ,3,210856,21,1.073848948
1, , , , , , , , , , , , ,,1,3,2, , ,1,,, ,1,4,2,, ,5,4,2,3,, ,5, , , , , , ,, ,1, ,3, ,2, , , ,1,1,1,1, , , , , , , , ,2, ,1,2,3,1, , , ,1,2,7,3,22,,2,2,1,2,3,210862,21,1.073848948
1, , , , , , , , , , , , ,8,1,1,2, , ,2, ,4, ,1,3,3,2, ,5,3,1,4,3, ,6, , , , , , ,2, ,4, ,2, ,2, , , ,1,1,1,1, , , , , , , , ,2, ,2,1,3,2,9,7,8,1,1,4,6,15,8,2,3,1,1,3,210864,21,1.073848948
1, , , , , , , , , , , , ,4,1,3,2, , ,1,63497,5, ,2,3,7,5, ,3,3,4,7,2, ,1, , , , , , ,2, ,1, ,3, ,2, , , ,1,1,1,1, , , , , , , , ,2, ,1,2,3,1, , , ,1,1,4,3,,6,2,2,1,1,3,210868,21,1.073848948
1, , , , , , , , , , , , ,8,1,1,2, , ,1,30558,5, ,1,6,5,2, ,3,6,5,2,4, ,3, , , , , , ,5, ,1, ,5, ,2, , , ,1,1,1,1, , , , , , , , ,2, ,1,2,6,1, , , ,2,1,6,3,13,4,,,1,1,3,210885,21,1.073848948
1, , , , , , , , , , , , ,2,1,3,2, , ,2, ,4, ,1,7,1,1, ,4,6,2,2,2, ,6, , , , , , ,3, ,1, ,2, ,2, , , ,1,1,1,1, , , , , , , , ,2, ,1,4,2,2,9,4,7,1,2,5,2,15,9,2,3,1,1,3,210887,21,1.073848948
1, , , , , , , , , , , , ,1,2, ,2, , ,1,,2, ,1,4,2,2, ,3,3,1,2,3, ,5, , , , , , ,2, ,1, ,3, ,2, , , ,1,1,1,1, , , , , , , , ,2, ,1,, ,1, , , ,1,1,5,4,14,2,2,,1,1,3,210888,21,1.073848948
1, , , , , , , , , , , , ,2,1,3,2, , ,2, ,, ,2,6,2,2, ,5,6,2,2,3, ,2, , , , , , ,3, ,1, ,6, ,2, , , ,1,1,1,1, , , , , , , , ,2, ,1,, ,2,9,, ,2,2,3,4,22,3,2,,2, ,3,210900,21,1.073848948
1, , , , , , , , , , , , ,7,2, ,2, , ,2, ,5, ,3,6,3,2, ,4,6,3,2,4, ,5, , , , , , ,2, ,1, ,3, ,2, , , ,1,1,1,1, , , , , , , , ,2, ,1,2,3,1, , , ,1,1,5,3,12,5,3,1,1,10,3,210907,21,1.073848948
1, , , , , , , , , , , , ,1,1,3,2, , ,2, ,1, ,1,4,3,2, ,5,4,1,4,3, ,5, , , , , , ,2, ,1, ,3, ,2, , , ,1,1,1,1, , , , , , , , ,2, ,1,4,5,1, , , ,2,1,7,4,23,1,4,2,1,1,3,210911,21,1.073848948
1, , , , , , , , , , , , ,2,1,3,2, , ,1,56080,2, ,1,8,2,2, ,5,8,3,2,4, ,5, , , , , , ,3, ,1, ,2, ,2, , , ,1,1,1,1, , , , , , , , ,2, ,1,, ,1, , , ,1,1,6,2,,4,3,3,1,1,3,210925,21,1.073848948
1, , , , , , , , , , , , ,3,1,3,2, , ,1,28078,, ,1,6,2,2, ,5,,2,2,3, ,, , , , , , ,2, ,1, ,1, ,2, , , ,1,1,1,1, , , , , , , , ,2, ,1,2,3,2,9,7,,1,1,6,5,14,9,3,3,1,1,3,210926,21,1.073848948
1, , , , , , , , , , , , ,2,1,3,2, , ,2, ,, ,1,4,3,3, ,7,4,1,2,5, ,5, , , , , , ,3, ,1, ,5, ,2, , , ,1,1,1,1, , , , , , , , ,2, ,2,1,6,1, , , ,1,2,8,3,13,6,4,2,1,1,3,210953,21,1.073848948
1, , , , , , , , , , , , ,8,1,3,2, , ,2, ,2, ,3,6,3,2, ,5,4,1,3,4, ,5, , , , , , ,4, ,1, ,8,9000,2, , , ,1,1,1,1, , , , , , , , ,2, ,1,2,4,1, , , ,1,2,6,1,22,1,3,3,2, ,3,210968,21,1.073848948
1, , , , , , , , , , , , ,4,1,3,2, , ,2, ,1, ,1,3,2,3, ,5,3,1,3,5, ,5, , , , , , ,1, ,1, ,1, ,2, , , ,1,1,1,1, , , , , , , , ,2, ,1,2,6,1, , , ,1,1,4,3,12,5,3,3,1,1,3,210984,21,1.073848948
1, , , , , , , , , , , , ,5,1,3,2, , ,1,4325,, ,2,5,3,2, ,5,5,1,3,, ,5, , , , , , ,7, ,1, ,2, ,2, , , ,1,1,1,1, , , , , , , , ,2, ,, , ,1, , , ,1,1,7,1,22,1,4,2,2, ,3,210985,21,1.073848948
1, , , , , , , , , , , , ,7,1,3,1,1, ,1,12,5, ,1,8,5,3, ,7,6,3,3,5, ,5, , , , , , ,5, ,5, ,3, ,2, , , ,1,1,1,1, , , , , , , , ,2, ,1,, ,1, , , ,1,1,6,2,11,1,4,2,2, ,3,211059,21,1.073848948
1, , , , , , , , , , , , ,,2, ,2, , ,2, ,, ,1,8,1,2, ,6,8,1,1,3, ,7, , , , , , ,2, ,1, ,3, ,2, , , ,1,1,1,1, , , , , , , , ,2, ,, , ,1, , , ,1,2,8,2,22,1,3,5,1,1,3,211063,21,1.073848948
1, , , , , , , , , , , , ,3,1,3,2, , ,2, ,1, ,2,6,2,2, ,4,6,4,2,2, ,5, , , , , , ,2, ,1, ,1, ,2, , , ,1,1,1,1, , , , , , , , ,2, ,1,, ,1, , , ,2,2,4,3,22,2,2,2,1,1,3,211065,21,1.073848948
1, , , , , , , , , , , , ,7,1,2,2, , ,2, ,2, ,1,1,7,5, ,5,1,1,6,7, ,5, , , , , , ,1, ,1, ,3, ,2, , , ,1,1,1,1, , , , , , , , ,2, ,6,2,1,2,8,5,1,1,2,5,4,13,4,2,3,1,1,3,211077,21,1.073848948
1, , , , , , , , , , , , ,4,1,3,2, , ,2, ,3, ,1,2,1,2, ,5,2,1,2,4, ,3, , , , , , ,1, ,1, ,1, ,2, , , ,1,1,1,1, , , , , , , , ,2, ,1,2,4,2,1,3,2,1,2,6,2,22,1,2,3,1,1,3,211089,21,1.073848948
1, , , , , , , , , , , , ,5,2, ,2, , ,2, ,3, ,1,3,5,4, ,5,2,2,5,6, ,6, , , , , , ,3, ,1, ,2, ,2, , , ,1,1,1,1, , , , , , , , ,2, ,1,2,4,1, , , ,2,1,4,4,12,5,4,,1,1,3,211113,21,1.073848948
1, , , , , , , , , , , , ,6,1,3,2, , ,1,65584,, ,1,3,1,2, ,4,1,1,2,3, ,3, , , , , , ,1, ,1, ,1, ,2, , , ,1,1,1,1, , , , , , , , ,2, ,1,6,,2,9,, ,1,2,4,4,,4,4,3,2, ,3,211136,21,1.073848948
1, , , , , , , , , , , , ,8,1,3,2, , ,2, ,, ,2,8,4,1, ,3,8,5,1,2, ,6, , , , , , ,5, ,1, ,3, ,2, , , ,1,1,1,1, , , , , , , , ,2, ,1,2,3,1, , , ,1,2,5,3,13,6,3,1,1,1,3,211189,21,1.073848948
1, , , , , , , , , , , , ,7,1,3,2, , ,2, ,2, ,1,8,4,5, ,5,8,2,3,6, ,3, , , , , , ,3, ,1, ,5, ,2, , , ,1,1,1,1, , , , , , , , ,2, ,1,2,6,1, , , ,1,2,3,5,12,4,3,,2, ,3,211200,21,1.073848948
1, , , , , , , , , , , , ,5,1,3,2, , ,2, ,2, ,2,6,5,2, ,4,6,1,3,3, ,6, , , , , , ,3, ,4, ,2, ,2, , , ,1,1,1,1, , , , , , , , ,2, ,1,6,3,1, , , ,1,1,4,4,15,9,2,2,1,1,3,211206,21,1.073848948
1, , , , , , , , , , , , ,2,1,3,2, , ,2, ,3, ,1,7,2,2, ,4,2,2,2,2, ,5, , , , , , ,3, ,1, ,1, ,2, , , ,1,1,1,1, , , , , , , , ,2, ,1,, ,1, , , ,1,2,6,3,22,,2,2,1,1,3,211247,21,1.073848948
1, , , , , , , , , , , , ,1,1,3,2, , ,2, ,5, ,1,8,6,6, ,3,8,5,3,5, ,6, , , , , , ,11, ,1, ,7, ,2, , , ,1,1,1,1, , , , , , , , ,2, ,1,2,6,1, , , ,1,2,6,1,14,5,5,2,1,1,3,211249,21,1.073848948
1, , , , , , , , , , , , ,5,1,3,2, , ,2, ,2, ,1,3,2,2, ,6,3,2,3,3, ,2, , , , , , ,2, ,5, ,3, ,2, , , ,1,1,1,1, , , , , , , , ,2, ,2,, ,1, , , ,1,2,5,1,22,4,3,2,2, ,3,211339,21,1.073848948
1, , , , , , , , , , , , ,,2, ,2, , ,1,19731,2, ,1,5,1,1, ,4,5,1,1,1, ,5, , , , , , ,4, ,6, ,2, ,2, , , ,1,1,1,1, , , , , , , , ,2, ,1,2,6,2,1,2,8,1,1,4,5,14,1,2,,2, ,3,211342,21,1.073848948
1, , , , , , , , , , , , ,8,2, ,2, , ,1,34645,, ,1,8,5,3, ,5,1,3,4,5, ,7, , , , , , ,3, ,5, ,1, ,2, , , ,1,1,1,1, , , , , , , , ,2, ,1,2,4,1, , , ,1,2,4,3,12,3,2,3,1,3,3,211351,21,1.073848948
1, , , , , , , , , , , , ,1,1,3,1,1, ,1,79052,1, ,2,6,3,5, ,5,6,2,2,5, ,5, , , , , , ,5, ,1, ,1, ,2, , , ,1,1,1,1, , , , , , , , ,2, ,1,2,6,2,2,1,8,1,2,6,3,22,3,4,3,1,1,3,211362,21,1.073848948
1, , , , , , , , , , , , ,8,1,3,2, , ,1,43556,3, ,1,8,3,4, ,6,8,3,2,5, ,1, , , , , , ,5, ,1, ,3, ,2, , , ,1,1,1,1, , , , , , , , ,2, ,2,4,6,1, , , ,1,1,6,1,23,1,5,4,1,1,3,211454,21,1.073848948
1, , , , , , , , , , , , ,,1,3,2, , ,2, ,, ,1,6,6,6, ,5,6,2,5,6, ,5, , , , , , ,6, ,1, ,, ,2, , , ,1,1,1,1, , , , , , , , ,2, ,2,6,4,1, , , ,1,1,6,3,14,4,2,2,1,1,3,211464,21,1.073848948
1, , , , , , , , , , , , ,3,1,3,2, , ,2, ,, ,1,8,1,3, ,4,8,2,2,5, ,7, , , , , , ,6, ,, ,5, ,2, , , ,1,1,1,1, , , , , , , , ,2, ,1,2,6,1, , , ,1,2,4,5,15,5,3,3,2, ,3,211472,21,1.073848948
1, , , , , , , , , , , , ,7,1,3,2, , ,1,33898,4, ,1,7,3,4, ,5,7,2,4,5, ,7, , , , , , ,6, ,1, ,4, ,2, , , ,1,1,1,1, , , , , , , , ,2, ,4,6,2,1, , , ,1,2,6,4,22,,4,3,1,1,3,211474,21,1.073848948
1, , , , , , , , , , , , ,4,1,3,2, , ,1,57277,, ,2,8,7,7, ,4,8,3,3,7, ,5, , , , , , ,12,400,1, ,8,7000,2, , , ,1,1,1,1, , , , , , , , ,2, ,1,2,,1, , , ,1,2,5,3,22,3,3,3,1,1,3,211490,21,1.073848948
1, , , , , , , , , , , , ,3,2, ,2, , ,1,13366,, ,1,1,3,5, ,5,1,1,4,7, ,1, , , , , , ,3, ,1, ,2, ,2, , , ,1,1,1,1, , , , , , , , ,2, ,1,4,2,2,2,1,3,1,1,9,4,23,3,2,,1,7,3,211522,21,1.073848948
1, , , , , , , , , , , , ,5,1,1,1,1, ,1,29883,4, ,1,5,2,4, ,3,5,1,3,6, ,3, , , , , , ,3, ,1, ,2, ,2, , , ,1,1,1,1, , , , , , , , ,2, ,1,6,2,2,9,4,3,1,2,7,1,22,3,3,2,1,1,3,211557,21,1.073848948
1, , , , , , , , , , , , ,8,1,5,2, , ,1,33000,5, ,3,8,9,8, ,3,8,5,7,10, ,6, , , , , , ,12,,1, ,5, ,2, , , ,1,1,1,1, , , , , , , , ,2, ,5,1,6,1, , , ,1,2,6,2,22,9,5,5,1,,3,211594,21,1.073848948
1, , , , , , , , , , , , ,5,1,1,2, , ,2, ,5, ,2,3,4,6, ,4,2,2,4,6, ,6, , , , , , ,4, ,3, ,3, ,2, , , ,1,1,1,1, , , , , , , , ,2, ,1,2,4,2,9,8,7,1,1,4,5,13,4,2,1,1,1,3,211622,21,1.073848948
1, , , , , , , , , , , , ,6,1,3,2, , ,1,9272,2, ,1,8,3,2, ,5,8,3,2,4, ,3, , , , , , ,2, ,1, ,3, ,2, , , ,1,1,1,1, , , , , , , , ,2, ,2,4,3,2,9,8,3,1,1,7,3,23,2,2,,1,4,3,211660,21,0.867431399
1, , , , , , , , , , , , ,5,1,3,2, , ,2, ,2, ,1,7,6,5, ,4,7,3,4,6, ,5, , , , , , ,5, ,7, ,4, ,2, , , ,1,1,1,1, , , , , , , , ,2, ,1,, ,1, , , ,1,1,4,3,,3,,,1,1,3,211664,21,0.867431399
1, , , , , , , , , , , , ,2,2, ,2, , ,1,32580,2, ,1,7,2,1, ,5,7,2,2,2, ,1, , , , , , ,5, ,2, ,3, ,2, , , ,1,1,1,1, , , , , , , , ,2, ,1,4,6,2,1,2,5,1,1,5,2,,4,2,2,1,1,3,211676,21,0.867431399
1, , , , , , , , , , , , ,3,1,2,2, , ,1,12524,2, ,2,1,1,1, ,5,1,1,2,2, ,3, , , , , , ,1, ,1, ,1, ,2, , , ,1,1,1,1, , , , , , , , ,2, ,6,2,4,1, , , ,1,2,4,5,15,7,2,3,1,1,3,211696,21,0.867431399
1, , , , , , , , , , , , ,5,1,3,2, , ,1,15293,, ,1,6,3,4, ,5,3,1,4,6, ,1, , , , , , ,5, ,6, ,2, ,2, , , ,1,1,1,1, , , , , , , , ,2, ,6,1,2,2,8,10,,1,2,6,3,22,,4,,1,4,3,211760,21,0.867431399
1, , , , , , , , , , , , ,8,1,3,2, , ,2, ,, ,1,3,2,2, ,5,3,1,3,3, ,6, , , , , , ,6, ,1, ,6, ,2, , , ,1,1,1,1, , , , , , , , ,2, ,2,, ,1, , , ,1,2,3,5,13,4,2,1,1,1,3,211769,21,0.867431399
1, , , , , , , , , , , , ,3,1,3,2, , ,1,22875,, ,1,7,3,2, ,5,7,2,4,4, ,5, , , , , , ,2, ,1, ,1, ,2, , , ,1,1,1,1, , , , , , , , ,2, ,2,1,,2,9,7,,1,2,6,3,22,,3,2,1,1,3,211781,21,0.867431399
1, , , , , , , , , , , , ,6,1,3,2, , ,2, ,3, ,1,5,2,2, ,5,5,2,3,4, ,5, , , , , , ,2, ,1, ,1, ,2, , , ,1,1,1,1, , , , , , , , ,2, ,2,4,1,1, , , ,1,2,8,1,22,,2,,1,7,3,211794,21,0.867431399
1, , , , , , , , , , , , ,8,1,3,2, , ,1,35514,5, ,2,8,7,4, ,5,8,5,5,6, ,1, , , , , , ,7, ,1, ,4, ,2, , , ,1,1,1,1, , , , , , , , ,2, ,2,1,4,1, , , ,2,1,6,4,13,4,3,,1,3,3,211802,21,0.867431399
1, , , , , , , , , , , , ,6,2, ,2, , ,2, ,, ,1,6,3,3, ,3,6,2,4,5, ,, , , , , , ,3, ,1, ,2, ,2, , , ,1,1,1,1, , , , , , , , ,2, ,1,2,6,1, , , ,2,2,3,5,21,3, , ,2, ,3,211804,21,0.867431399
1, , , , , , , , , , , , ,8,1,3,2, , ,1,26005,, ,1,8,2,2, ,4,8,1,2,4, ,5, , , , , , ,3, ,1, ,2, ,2, , , ,1,1,1,1, , , , , , , , ,2, ,2,, ,2,9,, ,1,2,5,3,22,,5,2,1,1,3,211821,21,0.867431399
1, , , , , , , , , , , , ,7,1,3,2, , ,1,64020,, ,1,6,4,3, ,3,6,3,3,5, ,6, , , , , , ,4, ,3, ,3, ,2, , , ,1,1,1,1, , , , , , , , ,2, ,2,1,,1, , , ,1,1,5,4,12,4,2,3,1,1,3,211823,21,0.867431399
1, , , , , , , , , , , , ,4,2, ,2, , ,2, ,, ,1,6,5,7, ,6,1,3,3,9, ,6, , , , , , ,3, ,1, ,3, ,2, , , ,1,1,1,1, , , , , , , , ,2, ,1,4,2,1, , , ,2,2,4,5,,4,4,3,1,2,3,211862,21,0.867431399
1, , , , , , , , , , , , ,5,1,3,2, , ,1,21533,, ,2,5,2,2, ,4,5,2,2,2, ,7, , , , , , ,6, ,1, ,4, ,2, , , ,1,1,1,1, , , , , , , , ,2, ,1,2,6,2,9,, ,2,2,5,4,22,2,3,2,1,1,3,211945,21,0.867431399
1, , , , , , , , , , , , ,3,1,3,2, , ,1,14830,2, ,1,3,3,4, ,3,3,2,3,5, ,, , , , , , ,2, ,1, ,2, ,2, , , ,1,1,1,1, , , , , , , , ,2, ,2,, ,1, , , ,1,1,5,5,,5, , ,1,1,3,212004,21,0.867431399
1, , , , , , , , , , , , ,8,1,2,2, , ,2, ,, ,1,8,2,2, ,3,8,3,2,3, ,5, , , , , , ,5, ,1, ,4, ,2, , , ,1,1,1,1, , , , , , , , ,2, ,1,5,6,1, , , ,1,2,7,1,22,1,4,4,1,1,3,212030,21,0.867431399
1, , , , , , , , , , , , ,,2, ,2, , ,1,74518,6,,2,1,3,4, ,6,1,2,4,6, ,6, , , , , , ,2, ,1, ,1, ,2, , , ,1,1,1,1, , , , , , , , ,2, ,1,2,6,1, , , ,1,1,3,5,12,4,2,,1,1,3,212051,21,0.867431399
1, , , , , , , , , , , , ,1,1,3,2, , ,1,29961,3, ,1,6,9,7, ,3,2,2,8,7, ,, , , , , , ,9, ,1, ,8,7180,2, , , ,1,1,1,1, , , , , , , , ,2, ,1,4,6,1, , , ,2,2,7,3,12,8, , ,2, ,3,212061,21,0.867431399
1, , , , , , , , , , , , ,5,1,3,2, , ,1,32796,3, ,1,8,4,7, ,6,8,2,3,7, ,6, , , , , , ,7, ,4, ,5, ,2, , , ,1,1,1,1, , , , , , , , ,2, ,2,1,4,2,9,8,5,1,1,3,6,,1,3,3,1,1,3,212069,21,0.867431399
1, , , , , , , , , , , , ,8,1,3,2, , ,2, ,1, ,2,8,3,5, ,4,6,2,3,6, ,6, , , , , , ,5, ,1, ,2, ,2, , , ,1,1,1,1, , , , , , , , ,2, ,1,2,6,1, , , ,2,1,5,4,12,5,3,2,1,1,3,212070,21,0.867431399
1, , , , , , , , , , , , ,8,2, ,2, , ,2, ,2, ,2,4,2,5, ,1,4,1,3,7, ,6, , , , , , ,2, ,1, ,2, ,2, , , ,1,1,1,1, , , , , , , , ,2, ,2,4,6,1, , , ,1,1,4,6,12,7,2,2,1,1,3,212097,21,0.867431399
1, , , , , , , , , , , , ,3,1,5,2, , ,1,32104,1, ,1,1,9,9,180,6,1,1,,11,180,7, , , , , , ,12,,1, ,5, ,2, , , ,1,1,1,1, , , , , , , , ,2, ,5,1,2,1, , , ,1,1,4,4,14,4,3,2,1,1,3,212108,21,0.068287591
1, , , , , , , , , , , , ,8,1,3,2, , ,1,6036,, ,1,6,2,2, ,4,6,2,3,4, ,7, , , , , , ,3, ,1, ,2, ,2, , , ,1,1,1,1, , , , , , , , ,2, ,1,2,,2,9,8,,1,2,5,3,22,1,2,4,1,1,3,212151,21,0.856092274
1, , , , , , , , , , , , ,7,1,1,2, , ,1,4482,3, ,1,3,2,3, ,5,3,2,3,5, ,7, , , , , , ,1, ,1, ,1, ,2, , , ,1,1,1,1, , , , , , , , ,2, ,2,1,4,2,9,, ,1,1,5,1,13,5,4,2,1,1,3,212163,21,0.856092274
1, , , , , , , , , , , , ,8,1,3,2, , ,1,29004,, ,2,6,4,1, ,4,5,2,3,2, ,6, , , , , , ,5, ,1, ,3, ,2, , , ,1,1,1,1, , , , , , , , ,2, ,2,1,4,2,9,8,5,1,2,5,3,22,2,2,3,1,1,3,212164,21,0.856092274
1, , , , , , , , , , , , ,4,1,2,2, , ,1,17916,3, ,2,6,2,2, ,5,6,2,2,2, ,5, , , , , , ,2, ,1, ,1, ,2, , , ,1,1,1,1, , , , , , , , ,2, ,1,6,2,2,8,2,3,1,2,4,3,14,4,2,2,1,1,3,212167,21,0.856092274
1, , , , , , , , , , , , ,8,1,3,2, , ,2, ,5, ,1,8,6,5, ,4,8,4,4,7, ,6, , , , , , ,6, ,1, ,7, ,2, , , ,1,1,1,1, , , , , , , , ,2, ,6,1,2,1, , , ,2,2,4,3,22,1,2,1,1,,3,212190,21,0.856092274
1, , , , , , , , , , , , ,4,1,3,2, , ,2, ,4, ,1,8,3,5, ,3,7,2,4,5, ,6, , , , , , ,6, ,1, ,3, ,2, , , ,1,1,1,1, , , , , , , , ,2, ,2,, ,1, , , ,1,2,5,3,22,1,3,2,2, ,3,212195,21,0.856092274
1, , , , , , , , , , , , ,,1,3,2, , ,1,18244,5, ,1,7,3,4, ,5,7,1,4,6, ,7, , , , , , ,1, ,2, ,2, ,2, , , ,1,1,1,1, , , , , , , , ,2, ,4,6,3,2,4,6,8,1,1,6,2,,3,5,2,1,1,3,212205,21,0.856092274
1, , , , , , , , , , , , ,6,1,3,2, , ,2, ,3, ,1,4,3,4, ,4,4,2,3,6, ,3, , , , , , ,2, ,1, ,3, ,2, , , ,1,1,1,1, , , , , , , , ,2, ,1,2,4,1, , , ,1,1,5,3,13,5,4,4,1,1,3,212235,21,0.856092274
1, , , , , , , , , , , , ,7,1,3,2, , ,1,11759,2, ,2,3,5,7, ,4,3,2,5,9, ,3, , , , , , ,3, ,1, ,2, ,2, , , ,1,1,1,1, , , , , , , , ,2, ,1,4,6,1, , , ,2,1,4,3,,4,4,3,1,1,3,212236,21,0.856092274
1, , , , , , , , , , , , ,7,2, ,2, , ,2, ,1, ,2,3,3,, ,5,3,1,4,2, ,7, , , , , , ,1, ,1, ,1, ,2, , , ,1,1,1,1, , , , , , , , ,2, ,1,2,4,1, , , ,1,2,4,5,22,1,3,2,2, ,3,212299,21,0.856092274
1, , , , , , , , , , , , ,6,1,1,2, , ,2, ,, ,1,7,2,2, ,5,7,3,2,2, ,5, , , , , , ,3, ,1, ,2, ,2, , , ,1,1,1,1, , , , , , , , ,2, ,1,4,6,2,1,8,,1,2,6,4,13,4,3,3,2, ,3,212300,21,0.856092274
1, , , , , , , , , , , , ,7,1,3,2, , ,1,7574,5, ,2,6,2,4, ,4,4,1,2,5, ,5, , , , , , ,4, ,1, ,2, ,2, , , ,1,1,1,1, , , , , , , , ,2, ,1,2,6,1, , , ,1,2,4,1,22,,3,2,1,1,3,212335,21,0.856092274
1, , , , , , , , , , , , ,8,1,3,2, , ,1,16134,2, ,2,8,2,2, ,4,7,2,2,3, ,7, , , , , , ,3, ,1, ,3, ,2, , , ,1,1,1,1, , , , , , , , ,2, ,2,1,5,2,9,2,3,1,2,5,3,22,1,2,3,1,1,3,212345,21,0.856092274
1, , , , , , , , , , , , ,6,1,4,2, , ,1,18628,4, ,2,7,5,7, ,6,7,3,5,9, ,5, , , , , , ,10, ,1, ,5, ,2, , , ,1,1,1,1, , , , , , , , ,2, ,6,2,1,1, , , ,1,1,4,4,12,3,5,3,1,1,3,212370,21,0.856092274
1, , , , , , , , , , , , ,6,1,5,2, , ,2, ,3, ,2,5,4,4, ,6,4,1,4,6, ,7, , , , , , ,9, ,1, ,8,,2, , , ,1,1,1,1, , , , , , , , ,2, ,3,2,,1, , , ,1,1,6,3,14,5,5,1,1,3,3,212382,21,0.07241841
1, , , , , , , , , , , , ,,1,3,2, , ,2, ,, ,2,6,3,4, ,3,6,2,4,6, ,, , , , , , ,9, ,3, ,3, ,2, , , ,1,1,1,1, , , , , , , , ,2, ,6,1,2,1, , , ,2,2,5,3,14,4, , ,1,1,3,212407,21,0.856092274
1, , , , , , , , , , , , ,7,1,1,2, , ,2, ,, ,2,8,2,2, ,5,8,2,1,2, ,5, , , , , , ,6, ,1, ,2, ,2, , , ,1,1,1,1, , , , , , , , ,2, ,1,4,2,2,10,9,,1,2,5,5,15,9,2,3,2, ,3,212456,21,0.856092274
1, , , , , , , , , , , , ,8,1,,1,1, ,1,12704,, ,2,8,5,6, ,5,5,1,5,, ,5, , , , , , ,6, ,1, ,3, ,2, , , ,1,1,1,1, , , , , , , , ,2, ,, , ,1, , , ,1,2,3,3,22,,2,2,2, ,3,212478,21,0.856092274
1, , , , , , , , , , , , ,8,1,3,2, , ,1,15726,1, ,1,8,6,7, ,5,8,2,4,7, ,5, , , , , , ,6, ,1, ,3, ,2, , , ,1,1,1,1, , , , , , , , ,2, ,6,1,4,2,3,5,8,1,1,9,1,11,2,2,1,2, ,3,212494,21,0.856092274
1, , , , , , , , , , , , ,6,1,3,2, , ,2, ,, ,2,6,3,6, ,4,6,3,3,6, ,1, , , , , , ,12,900,1, ,6, ,2, , , ,1,1,1,1, , , , , , , , ,2, ,2,3,1,1, , , ,2,2,5,4,22,2,3,,2, ,3,212532,21,0.856092274
1, , , , , , , , , , , , ,7,1,2,2, , ,1,2242,, ,2,4,3,4, ,5,4,1,3,6, ,5, , , , , , ,1, ,1, ,2, ,2, , , ,1,1,1,1, , , , , , , , ,2, ,1,4,2,1, , , ,1,2,2,5,21,2,3,3,1,4,3,212581,21,0.969279321
1, , , , , , , , , , , , ,4,1,1,1,1, ,1,7200,5, ,1,7,5,5, ,3,7,5,2,2, ,, , , , , , ,4, ,1, ,2, ,2, , , ,1,1,1,1, , , , , , , , ,2, ,6,1,2,2,9,3,2,2,1,6,3,13,6, , ,1,1,3,212589,21,0.969279321
1, , , , , , , , , , , , ,4,1,3,2, , ,1,8960,, ,2,7,5,2, ,5,7,3,1,4, ,5, , , , , , ,8, ,1, ,2, ,2, , , ,1,1,1,1, , , , , , , , ,2, ,1,2,3,1, , , ,2,2,4,3,22,1,4,2,1,1,3,212612,21,0.969279321
1, , , , , , , , , , , , ,,2, ,2, , ,2, ,2, ,1,2,7,9,,6,2,1,7,11,,2, , , , , , ,12,,1, ,5, ,2, , , ,1,1,1,1, , , , , , , , ,2, ,1,, ,2,5,, ,1,1,6,4,23,7,3,3,1,1,3,212631,21,0.038172103
1, , , , , , , , , , , , ,7,1,3,2, , ,2, ,2, ,1,5,2,2, ,3,5,2,3,2, ,, , , , , , ,3, ,1, ,3, ,2, , , ,1,1,1,1, , , , , , , , ,2, ,2,1,3,1, , , ,1,2,5,3,12,5, , ,1,1,3,212645,21,0.969279321
1, , , , , , , , , , , , ,8,1,,2, , ,1,59996,4, ,2,6,3,7, ,4,6,2,3,9, ,5, , , , , , ,9, ,1, ,5, ,2, , , ,1,1,1,1, , , , , , , , ,2, ,1,2,4,1, , , ,1,2,5,3,22,3,4,2,1,1,3,212689,21,0.969279321
1, , , , , , , , , , , , ,,1,3,2, , ,2, ,, ,1,2,2,, ,5,2,1,3,, ,7, , , , , , ,4, ,1, ,2, ,2, , , ,1,1,1,1, , , , , , , , ,2, ,1,4,6,1, , , ,1,2,4,3,22,,2,,2, ,3,212694,21,0.969279321
1, , , , , , , , , , , , ,8,1,4,2, , ,1,5594,2, ,1,4,9,9,50,6,4,1,9,11,50,1, , , , , , ,9, ,1, ,8,,2, , , ,1,1,1,1, , , , , , , , ,2, ,2,1,3,1, , , ,1,1,4,5,12,5,5,3,1,1,3,212727,21,0.038172103
1, , , , , , , , , , , , ,5,1,5,2, , ,2, ,2, ,1,2,9,9,180,6,2,1,8,11,180,6, , , , , , ,12,300,9,600,7, ,2, , , ,1,1,1,1, , , , , , , , ,2, ,1,4,3,2,9,8,3,1,2,3,3,12,4,5,3,2, ,3,212733,21,0.038172103
